Signal 1:
Value:             FFT:             FFT_abs: 
5.89033             8.95479e+07             8.95479e+07

5.87839             9.75624e+07             9.75624e+07

5.81303             1.04442e+08             1.04442e+08

6.13267             1.10033e+08             1.10033e+08

6.15023             1.14211e+08             1.14211e+08

5.76521             1.16883e+08             1.16883e+08

5.82664             1.17989e+08             1.17989e+08

6.04108             1.17506e+08             1.17506e+08

6.21929             1.15445e+08             1.15445e+08

6.15527             1.11852e+08             1.11852e+08

5.73155             1.06808e+08             1.06808e+08

5.9444             1.00426e+08             1.00426e+08

5.84255             9.28476e+07             9.28476e+07

6.27356             8.42429e+07             8.42429e+07

5.83122             7.48031e+07             7.48031e+07

5.89791             6.47384e+07             6.47384e+07

5.97564             5.42727e+07             5.42727e+07

6.19947             4.36384e+07             4.36384e+07

6.02716             3.30712e+07             3.30712e+07

5.79873             2.28051e+07             2.28051e+07

6.1597             1.30677e+07             1.30677e+07

6.04159             4.07349e+06             4.07349e+06

6.19392             -3.97944e+06             3.97944e+06

5.76079             -1.09141e+07             1.09141e+07

6.09644             -1.65787e+07             1.65787e+07

5.71287             -2.08503e+07             2.08503e+07

5.95408             -2.36369e+07             2.36369e+07

5.88979             -2.48798e+07             2.48798e+07

6.02312             -2.45549e+07             2.45549e+07

5.90558             -2.26731e+07             2.26731e+07

6.25336             -1.92798e+07             1.92798e+07

6.05822             -1.44544e+07             1.44544e+07

5.88751             -8.30786e+06             8.30786e+06

6.0662             -980548             980548

6.13537             7.36082e+06             7.36082e+06

6.28039             1.65276e+07             1.65276e+07

5.72296             2.63122e+07             2.63122e+07

5.97058             3.64942e+07             3.64942e+07

6.11689             4.68447e+07             4.68447e+07

5.88738             5.71306e+07             5.71306e+07

6.02341             6.71209e+07             6.71209e+07

6.09882             7.65918e+07             7.65918e+07

6.16272             8.53311e+07             8.53311e+07

5.70211             9.3143e+07             9.3143e+07

5.71822             9.98529e+07             9.98529e+07

6.21035             1.05311e+08             1.05311e+08

6.06067             1.09396e+08             1.09396e+08

6.01426             1.12016e+08             1.12016e+08

6.14743             1.13113e+08             1.13113e+08

5.71886             1.12664e+08             1.12664e+08

5.79665             1.10678e+08             1.10678e+08

5.7553             1.07201e+08             1.07201e+08

6.03656             1.0231e+08             1.0231e+08

5.86742             9.61144e+07             9.61144e+07

5.92957             8.8753e+07             8.8753e+07

5.87355             8.03898e+07             8.03898e+07

6.07166             7.12109e+07             7.12109e+07

5.90327             6.14208e+07             6.14208e+07

6.16642             5.12372e+07             5.12372e+07

6.10909             4.0886e+07             4.0886e+07

6.2744             3.05971e+07             3.05971e+07

5.85306             2.05984e+07             2.05984e+07

5.73721             1.11111e+07             1.11111e+07

5.96875             2.34474e+06             2.34474e+06

5.77689             -5.50748e+06             5.50748e+06

6.29771             -1.2273e+07             1.2273e+07

6.17001             -1.78035e+07             1.78035e+07

5.70124             -2.19791e+07             2.19791e+07

6.19691             -2.47091e+07             2.47091e+07

5.74733             -2.59363e+07             2.59363e+07

6.26596             -2.56366e+07             2.56366e+07

6.07206             -2.38199e+07             2.38199e+07

6.0127             -2.053e+07             2.053e+07

5.81651             -1.58438e+07             1.58438e+07

6.07419             -9.86891e+06             9.86891e+06

5.73843             -2.74166e+06             2.74166e+06

5.73805             5.37608e+06             5.37608e+06

6.19901             1.43005e+07             1.43005e+07

6.06692             2.38301e+07             2.38301e+07

5.82446             3.37498e+07             3.37498e+07

5.89738             4.38368e+07             4.38368e+07

6.24291             5.38639e+07             5.38639e+07

5.71441             6.36062e+07             6.36062e+07

6.09598             7.28452e+07             7.28452e+07

6.20053             8.13739e+07             8.13739e+07

5.92559             8.90013e+07             8.90013e+07

6.25999             9.55569e+07             9.55569e+07

5.93565             1.00894e+08             1.00894e+08

5.91799             1.04894e+08             1.04894e+08

6.22877             1.07467e+08             1.07467e+08

6.29498             1.08557e+08             1.08557e+08

5.91794             1.08139e+08             1.08139e+08

6.05575             1.06222e+08             1.06222e+08

5.91338             1.02851e+08             1.02851e+08

5.73378             9.81001e+07             9.81001e+07

5.78408             9.20757e+07             9.20757e+07

6.13037             8.49122e+07             8.49122e+07

6.09473             7.67696e+07             7.67696e+07

6.18885             6.7829e+07             6.7829e+07

6.01719             5.82894e+07             5.82894e+07

5.74391             4.8363e+07             4.8363e+07

5.81739             3.82703e+07             3.82703e+07

5.94568             2.82351e+07             2.82351e+07

5.81703             1.848e+07             1.848e+07

6.15904             9.22062e+06             9.22062e+06

6.03022             661864             661864

5.73779             -7.00775e+06             7.00775e+06

5.87529             -1.36195e+07             1.36195e+07

5.87394             -1.90283e+07             1.90283e+07

5.76142             -2.31165e+07             2.31165e+07

6.1218             -2.57958e+07             2.57958e+07

5.75039             -2.70094e+07             2.70094e+07

5.79732             -2.67333e+07             2.67333e+07

6.09341             -2.49766e+07             2.49766e+07

6.05231             -2.17819e+07             2.17819e+07

6.04262             -1.72233e+07             1.72233e+07

6.02352             -1.14055e+07             1.14055e+07

5.73798             -4.46124e+06             4.46124e+06

6.25702             3.45192e+06             3.45192e+06

5.76894             1.21549e+07             1.21549e+07

6.20733             2.14513e+07             2.14513e+07

6.21119             3.11316e+07             3.11316e+07

6.01164             4.09779e+07             4.09779e+07

5.73823             5.07689e+07             5.07689e+07

5.93909             6.0285e+07             6.0285e+07

6.20837             6.93124e+07             6.93124e+07

5.91494             7.76492e+07             7.76492e+07

5.92612             8.51085e+07             8.51085e+07

5.71978             9.15236e+07             9.15236e+07

6.17918             9.6751e+07             9.6751e+07

5.86377             1.00674e+08             1.00674e+08

5.85             1.03205e+08             1.03205e+08

6.13586             1.04288e+08             1.04288e+08

5.70258             1.03899e+08             1.03899e+08

6.02797             1.02046e+08             1.02046e+08

6.14414             9.87722e+07             9.87722e+07

5.83429             9.41495e+07             9.41495e+07

6.26184             8.82815e+07             8.82815e+07

6.02546             8.12992e+07             8.12992e+07

5.93451             7.33582e+07             7.33582e+07

6.09772             6.46352e+07             6.46352e+07

6.21945             5.53245e+07             5.53245e+07

5.89721             4.56331e+07             4.56331e+07

6.21397             3.57762e+07             3.57762e+07

5.81919             2.59724e+07             2.59724e+07

5.99228             1.64394e+07             1.64394e+07

5.88221             7.38792e+06             7.38792e+06

6.01711             -981921             981921

6.07739             -8.48525e+06             8.48525e+06

6.02647             -1.49571e+07             1.49571e+07

6.19255             -2.02554e+07             2.02554e+07

5.79533             -2.42648e+07             2.42648e+07

5.71148             -2.68982e+07             2.68982e+07

5.97243             -2.81e+07             2.81e+07

6.18828             -2.7846e+07             2.7846e+07

5.99186             -2.61451e+07             2.61451e+07

5.89628             -2.30377e+07             2.30377e+07

6.25992             -1.85963e+07             1.85963e+07

5.95257             -1.29226e+07             1.29226e+07

6.2167             -6.1459e+06             6.1459e+06
